,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,Area,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,Transaction_Price,Bathrooms,Furnishing,Parking,Year_built
12197,Dealer,0,0,2,BHK,1270.098635,1,1,"Shankar Kalat Nagar,Pune",19.957301,73.839897,9400000.0,2,Semi-Furnished,1,2016.0
12198,Dealer,0,0,4,BHK,2325.581395,1,1,"Adajan,Surat",24.395822,78.989627,10000000.0,4,Semi-Furnished,1,2019.0
12199,Dealer,0,0,3,BHK,1924.383065,1,1,"New Town,Kolkata",22.5922,88.484911,8500000.0,3,Semi-Furnished,1,2018.0
12200,Owner,0,0,3,BHK,1423.7855949999996,1,1,"Sector-45 Noida,Noida",28.553374,77.355611,8500000.0,3,Semi-Furnished,1,2019.0
12201,Dealer,0,1,1,BHK,645.0423885,1,1,"Manjri BK,Pune",18.490075,73.968862,3500000.0,1,Semi-Furnished,1,2014.0
12202,Dealer,0,0,3,BHK,1450.039547,1,1,"BTM Layout,Bangalore",12.96991,77.59796,5500000.0,3,Semi-Furnished,1,2019.0
12203,Dealer,0,0,3,BHK,1315.032465,1,1,"Wadala East,Mumbai",19.014858,72.8662,32000000.0,3,Semi-Furnished,1,2018.0
12204,Owner,0,0,2,BHK,1017.055234,1,1,"Kolapakkam,Chennai",13.007082,80.15149699999998,6500000.0,2,Semi-Furnished,1,2017.0
12205,Dealer,0,0,2,BHK,515.1983514,1,1,"M G Road Goregaon West,Mumbai",19.161955,72.839616,13000000.0,2,Semi-Furnished,1,2017.0
12206,Dealer,0,0,2,BHK,870.213824,1,1,"Garia,Kolkata",22.403867,88.47000600000001,3500000.0,2,Semi-Furnished,1,2010.0
12207,Dealer,0,1,3,BHK,1380.28169,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,5390000.0,3,Semi-Furnished,1,2016.0
12208,Dealer,0,0,3,BHK,1529.902643,1,1,"Cossipore,Kolkata",22.615826,88.37187,11000000.0,3,Semi-Furnished,1,2017.0
12209,Owner,0,0,3,BHK,1599.409449,1,1,"Ajmer Road,Jaipur",26.928785,75.828002,3250000.0,3,Semi-Furnished,1,2013.0
12210,Dealer,0,0,2,BHK,1000.0,1,1,"Sector-15 Ghansoli,Maharashtra",19.126499,72.99956,10000000.0,2,Semi-Furnished,1,2017.0
12211,Owner,0,0,1,BHK,580.0464037,1,1,"Uruli Kanchan,Pune",18.48333,74.13333,3000000.0,1,Semi-Furnished,1,2014.0
12212,Dealer,1,1,2,BHK,899.8054475,0,1,"Handewadi,Pune",19.910551,74.283241,3700000.0,2,Semi-Furnished,1,
12213,Dealer,1,1,1,BHK,580.0464037,0,1,"Wakad,Pune",18.5993,73.7625,4500000.0,1,Semi-Furnished,1,
12214,Owner,0,0,2,BHK,1063.007344,1,1,"Dhirenpara,Guwahati",26.16667,91.76667,5500000.0,2,Semi-Furnished,1,2017.0
12215,Owner,0,0,3,BHK,1160.092807,1,1,"Edapally,Kochi",9.930471,76.271273,3500000.0,3,Semi-Furnished,1,2011.0
12216,Dealer,1,1,6,BHK,3280.182232,0,1,"Panch Pakhadi,Lalitpur",24.69028,78.41889,36000000.0,6,Semi-Furnished,2,
12217,Dealer,1,1,3,BHK,82138.49061000001,0,0,"Hinjewadi,Pune",18.5853,73.7413,739000000.0,3,Semi-Furnished,1,
12218,Dealer,0,0,2,BHK,889.0469417000003,1,1,"Mira Road East,Maharashtra",19.2836,72.8675,10000000.0,2,Semi-Furnished,1,2016.0
12219,Owner,0,0,3,BHK,1794.974073,1,1,"Sector-93 Noida,Noida",28.5216,77.3863,9000000.0,3,Semi-Furnished,1,2019.0
12220,Dealer,0,0,2,BHK,1090.094574,1,1,"Jagatpura,Jaipur",26.832353,75.841749,2190000.0,2,Semi-Furnished,1,2011.0
12221,Dealer,0,0,1,BHK,575.4614548999998,1,1,"Kattupakkam,Chennai",13.042089,80.124264,2120000.0,1,Semi-Furnished,1,2013.0
12222,Dealer,0,1,1,BHK,610.0660905,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,2400000.0,1,Semi-Furnished,1,2011.0
12223,Owner,0,0,1,BHK,740.0,1,1,"Khodiyar Nagar,Vadodara",22.239999,73.074686,1850000.0,1,Semi-Furnished,1,2011.0
12224,Owner,0,0,2,BHK,820.1202843,1,1,"Gouri Nagar,Bhubaneswar",20.240451,85.838226,4500000.0,2,Semi-Furnished,1,2011.0
12225,Dealer,0,0,2,BHK,1280.091708,1,1,"Ramachandra Agrahara,Mysore",12.293582,76.654333,6700000.0,2,Semi-Furnished,1,2018.0
12226,Builder,1,1,1,BHK,654.8255937999999,0,0,"Diva,Mumbai",19.186352,73.04689300000003,3060000.0,1,Semi-Furnished,1,
12227,Dealer,1,1,2,BHK,701.0418506,0,1,"Kiwale,Pune",18.658033,73.72012099999998,3970000.0000000005,2,Semi-Furnished,1,
12228,Dealer,1,0,3,BHK,1924.097665,0,1,"Chembur (East),Mumbai",19.05871,72.89969,29000000.0,3,Semi-Furnished,1,
12229,Dealer,0,0,3,BHK,1725.163593,1,1,"Sector 8 Sonipat,Sonipat",28.995663,77.077794,5800000.0,3,Semi-Furnished,1,2017.0
12230,Dealer,0,0,2,BHK,930.2325581,1,1,"Sagda,Jabalpur",23.101493,79.72470799999998,2200000.0,2,Semi-Furnished,1,2013.0
12231,Dealer,0,0,2,BHK,1167.542323,1,1,"Jogeshwari (East),Lalitpur",19.1347,72.8553,22000000.0,2,Semi-Furnished,1,2016.0
12232,Dealer,0,1,1,BHK,645.0012404,1,1,"Thane West,Maharashtra",19.18,72.96333,5200000.0,1,Semi-Furnished,1,2017.0
12233,Dealer,0,1,2,BHK,986.9565217,1,1,"Nagarbhavi,Bangalore",12.957468,77.516563,4540000.0,2,Semi-Furnished,1,2010.0
12234,Owner,0,0,2,BHK,850.0510031,1,1,"Kunadi,Kota",25.025959,75.873414,2500000.0,2,Semi-Furnished,1,2011.0
12235,Dealer,0,0,3,BHK,1110.143666,1,1,"Behala Chowrasta,Kolkata",22.486964,88.313191,5100000.0,3,Semi-Furnished,1,2016.0
12236,Dealer,0,1,3,BHK,1595.644828,1,1,"Airoli,Lalitpur",19.159184,72.99378399999998,17000000.0,3,Semi-Furnished,1,2017.0
12237,Dealer,0,0,3,BHK,1660.280971,1,1,"PAL,Surat",21.17,72.83,6500000.0,3,Semi-Furnished,1,2016.0
12238,Dealer,1,0,3,BHK,1459.380574,0,1,"Kothrud,Pune",18.5101,73.8141,18000000.0,3,Semi-Furnished,1,
12239,Dealer,0,1,4,BHK,2799.865606,1,1,"Sector 20 Kharghar,Mumbai",19.049214000000006,73.072916,50000000.0,4,Semi-Furnished,1,2016.0
12240,Dealer,0,1,4,BHK,2845.528455,1,0,"Sector-121 Mohali,Mohali",30.696627000000003,76.693764,14000000.0,4,Semi-Furnished,1,2017.0
12241,Dealer,0,0,2,BHK,1234.132581,1,0,"New Alkapuri,Vadodara",22.31055,73.1695,3500000.0,2,Semi-Furnished,1,2010.0
12242,Dealer,0,0,1,BHK,800.0,1,1,"Uttardhauna,Lucknow",26.86056,80.91583,2640000.0,1,Semi-Furnished,1,2012.0
12243,Owner,0,0,3,BHK,1920.076803,1,1,"2nd Block Hrbr Layout,Bangalore",13.037343,77.628291,16000000.0,3,Semi-Furnished,1,2016.0
12244,Dealer,0,1,3,BHK,2548.939641,1,1,"Mahanagar,Lucknow",26.86056,80.91583,25000000.0,3,Semi-Furnished,1,2017.0
12245,Owner,0,0,3,BHK,2221.100454,1,1,"Harlur Road,Bangalore",12.904179,77.665897,22000000.0,3,Semi-Furnished,1,2016.0
12246,Dealer,0,0,1,BHK,699.1673552,1,1,"Behram Baug,Lalitpur",24.69028,78.41889,11000000.0,1,Semi-Furnished,1,2019.0
12247,Dealer,0,0,3,BHK,1700.017709,1,1,"Wadala,Mumbai",31.292091,75.543763,48000000.0,3,Semi-Furnished,1,2016.0
12248,Dealer,0,0,2,BHK,1155.042203,1,1,"Jagatpura,Jaipur",26.832353,75.841749,2600000.0,2,Semi-Furnished,1,2012.0
12249,Owner,0,0,1,BHK,1065.2463380000004,1,1,"Gayatri Nagar,Bhavnagar",22.18322,71.66908199999997,800000.0,1,Semi-Furnished,1,2014.0
12250,Owner,0,0,2,BHK,1025.115325,1,1,"9th Phase JP Nagar,Bangalore",35.37387000000001,132.764401,6000000.0,2,Semi-Furnished,1,2019.0
12251,Dealer,0,0,2,BHK,980.031851,1,1,"Chembur (East),Mumbai",19.05871,72.89969,24000000.0,2,Semi-Furnished,1,2018.0
12252,Dealer,0,1,3,BHK,1733.102253,1,1,"Laxmi Nagar,Mumbai",22.281215,70.789479,25000000.0,3,Semi-Furnished,1,2016.0
12253,Dealer,0,0,2,BHK,947.8672986,1,1,"Dindoshi,Maharashtra",18.96,72.82,17000000.0,2,Semi-Furnished,1,2019.0
12254,Owner,0,0,3,BHK,1074.413052,1,1,"Arrah Kalinagar,Durgapur",23.176681,87.95355699999998,2700000.0,3,Semi-Furnished,1,2011.0
12255,Dealer,0,0,2,BHK,1140.114011,1,1,"Shankar Kalat Nagar,Pune",19.957301,73.839897,7600000.0,2,Semi-Furnished,1,2018.0
12256,Dealer,0,0,3,BHK,1458.837772,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,4820000.0,3,Semi-Furnished,1,2012.0
12257,Dealer,0,0,4,BHK,1890.034364,1,1,"VIP Road,Kolkata",22.616946,88.431928,8800000.0,4,Semi-Furnished,1,2017.0
12258,Dealer,0,0,2,BHK,918.1050312,1,1,"Dombivli (East),Lalitpur",19.2167,73.0833,5000000.0,2,Semi-Furnished,1,2018.0
12259,Owner,0,0,2,BHK,840.0537634,1,1,"NH-24 Highway,Ghaziabad",28.66667,77.41667,2500000.0,2,Semi-Furnished,1,2011.0
12260,Builder,1,1,3,BHK,1391.428571,0,0,"Electronic City,Bangalore",12.8458,77.6727,4870000.0,3,Semi-Furnished,1,
12261,Owner,0,0,3,BHK,1100.0,1,1,"Ambattur,Chennai",13.0983,80.1622,6600000.0,3,Semi-Furnished,1,2019.0
12262,Dealer,0,0,4,BHK,2663.760746,1,1,"Kotturpuram,Chennai",13.0156,80.2467,44000000.0,4,Semi-Furnished,1,2016.0
12263,Owner,0,0,2,BHK,950.2515372,1,1,"Maligaon,Guwahati",26.16667,91.76667,3400000.0,2,Semi-Furnished,1,2010.0
12264,Owner,0,0,2,BHK,1450.209475,1,1,"Gollapudi,Vijayawada",16.535675,80.58343599999998,4500000.0,2,Semi-Furnished,1,2010.0
12265,Dealer,1,1,2,BHK,677.0833332999998,0,0,"Kharadi,Pune",18.5438,73.9438,6500000.0,2,Semi-Furnished,1,
12266,Dealer,0,0,3,BHK,2341.076895,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,13000000.0,3,Semi-Furnished,1,2017.0
12267,Dealer,0,1,1,BHK,414.0786749,1,1,"Sector 82 Faridabad,Faridabad",28.394375,77.35722700000002,1400000.0,1,Semi-Furnished,1,2010.0
12268,Owner,0,0,3,BHK,1377.065598,1,1,"Chaitanya School,Tirupati",13.65,79.42,5500000.0,3,Semi-Furnished,1,2016.0
12269,Dealer,0,1,3,BHK,3304.347826,1,1,"Wada,Lalitpur",24.69028,78.41889,1900000.0,3,Semi-Furnished,1,2013.0
12270,Dealer,0,0,4,BHK,2650.299902,1,1,"Roadpali,Lalitpur",24.69028,78.41889,19000000.0,4,Semi-Furnished,1,2016.0
12271,Dealer,0,0,2,BHK,1162.855549,1,1,"Noida Extension,Noida",28.579004,77.431173,4170000.0000000005,2,Semi-Furnished,1,2012.0
12272,Dealer,0,0,2,BHK,858.0523803,1,1,"Keshav Nagar,Pune",27.16726,75.70950500000002,5930000.0,2,Semi-Furnished,1,2017.0
12273,Dealer,1,1,2,BHK,677.0153296,0,1,"Wadala,Maharashtra",19.015576,72.85144100000002,14000000.0,2,Semi-Furnished,1,
12274,Dealer,1,0,3,BHK,1334.782609,0,1,"Vijayanagar,Bangalore",12.96991,77.59796,6140000.0,3,Semi-Furnished,1,
12275,Owner,0,0,2,BHK,950.1187648,1,1,"Bicholi Mardana,Indore",22.1764,75.8193,2400000.0,2,Semi-Furnished,1,2012.0
12276,Owner,0,0,2,BHK,1107.05913,1,1,"Bidadi,Bangalore",12.7989,77.3864,4250000.0,2,Semi-Furnished,1,2013.0
12277,Dealer,0,0,2,BHK,931.5411066,1,1,"Rajarhat,Kolkata",22.54111,88.33778000000002,2980000.0,2,Semi-Furnished,1,2013.0
12278,Builder,1,1,3,BHK,1500.0,0,0,"Bhayli,Vadodara",22.288976,73.128222,3000000.0,3,Semi-Furnished,1,
12279,Dealer,0,0,2,BHK,926.1674928,1,1,"Anandapur,Kolkata",22.242796,87.779073,3550000.0,2,Semi-Furnished,1,2012.0
12280,Dealer,0,1,2,BHK,1202.086641,1,1,"Sector-137 Noida,Noida",28.506454,77.40956800000002,5300000.0,2,Semi-Furnished,1,2018.0
12281,Dealer,0,1,3,BHK,2620.373403,1,1,"Sector-128 Noida,Noida",28.522931,77.357078,16000000.0,3,Semi-Furnished,1,2016.0
12282,Dealer,0,1,1,BHK,744.0839229,1,1,"Ghodbunder Road,Mumbai",28.743724,76.81131500000002,6100000.0,1,Semi-Furnished,1,2019.0
12283,Owner,0,0,2,BHK,1300.390117,1,1,"Chenchupet,Tenali",16.245539,80.63748000000002,3000000.0,2,Semi-Furnished,1,2012.0
12284,Dealer,0,1,2,BHK,890.052356,1,1,"Sector-137 Noida,Noida",28.506454,77.40956800000002,4250000.0,2,Semi-Furnished,1,2010.0
12285,Dealer,0,1,6,BHK,3900.011143,1,1,"Juhu,Maharashtra",19.1026,72.8243,210000000.0,6,Semi-Furnished,2,2019.0
12286,Dealer,0,0,3,BHK,1861.356932,1,1,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,6310000.0,3,Semi-Furnished,1,2016.0
12287,Dealer,0,1,3,BHK,1474.820144,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,4510000.0,3,Semi-Furnished,1,2013.0
12288,Dealer,0,0,1,BHK,650.026001,1,1,"Kalyan (West),Lalitpur",19.245347,73.124577,5000000.0,1,Semi-Furnished,1,2018.0
12289,Dealer,1,1,2,BHK,1049.333333,0,1,"Mira Road East,Mumbai",19.2836,72.8675,7870000.0,2,Semi-Furnished,1,
12290,Dealer,0,0,3,BHK,1782.077393,1,1,"Jakkur,Bangalore",12.928575,77.58572099999998,14000000.0,3,Semi-Furnished,1,2018.0
12291,Dealer,0,1,2,BHK,854.5454545,1,1,"Noida Extension,Noida",28.579004,77.431173,2350000.0,2,Semi-Furnished,1,2010.0
12292,Owner,0,0,1,BHK,600.0857265,1,1,"Raj Park,Jamnagar",22.476802,70.090886,1400000.0,1,Semi-Furnished,1,2012.0
12293,Owner,0,0,2,BHK,1200.087279,1,1,"Fatehgunj,Vadodara",22.337051,73.182794,5500000.0,2,Semi-Furnished,1,2019.0
12294,Dealer,0,0,1,BHK,650.0691562999998,1,1,"Sector 5 Ulwe,Lalitpur",22.575343,88.433715,4700000.0,1,Semi-Furnished,1,2010.0
12295,Dealer,0,1,3,BHK,1789.473684,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,6800000.0,3,Semi-Furnished,1,2018.0
12296,Dealer,0,0,2,BHK,1240.149851,1,1,"Sector-9 Ulwe,Mumbai",18.973908,73.02510600000002,9600000.0,2,Semi-Furnished,1,2018.0
12297,Dealer,0,0,3,BHK,3117.820807,1,1,"Kasavanhalli,Bangalore",12.9077,77.6755,19000000.0,3,Semi-Furnished,1,2019.0
12298,Dealer,0,1,2,BHK,2562.929062,1,1,"Sector-88 Mohali,Mohali",30.684523,76.691728,5600000.0,2,Semi-Furnished,1,2017.0
12299,Dealer,0,1,3,BHK,3454.8944340000007,1,1,"Sector-62 Gurgaon,Gurgaon",28.407632,77.084393,36000000.0,3,Semi-Furnished,1,2017.0
12300,Dealer,1,1,2,BHK,464.72491910000014,0,0,"Bagalur,Bangalore",13.143933,77.667304,3590000.0,2,Semi-Furnished,1,
12301,Dealer,0,0,2,BHK,1063.1100800000004,1,1,"Sainath Nagar,Maharashtra",18.628795,73.85299300000001,11000000.0,2,Semi-Furnished,1,2018.0
12302,Dealer,1,0,2,BHK,1175.1538890000004,0,1,"Madhurawada,Visakhapatnam",17.815234,83.35818,4200000.0,2,Semi-Furnished,1,
12303,Owner,1,1,2,BHK,750.0,0,1,"Whitefield,Bangalore",12.9958935,77.761394,6000000.0,2,Semi-Furnished,1,
12304,Dealer,0,0,3,BHK,3000.01875,1,1,"Pali Hill,Mumbai",20.604301,72.908811,160000000.0,3,Semi-Furnished,1,2018.0
12305,Dealer,0,0,1,BHK,655.0308008,1,1,"Virar West,Lalitpur",19.4559,72.8114,3190000.0,1,Semi-Furnished,1,2010.0
12306,Dealer,0,1,3,BHK,1611.170784,1,1,"Hebbal,Bangalore",13.04034,77.591347,12000000.0,3,Semi-Furnished,1,2016.0
12307,Owner,0,0,3,BHK,1500.093756,1,1,"Gubbalala,Bangalore",12.96991,77.59796,8000000.0,3,Semi-Furnished,1,2017.0
12308,Owner,0,1,2,BHK,1000.0,1,1,"Tarsali,Vadodara",22.261354,73.215533,2600000.0,2,Semi-Furnished,1,2010.0
12309,Owner,0,0,3,BHK,1500.203832,1,1,"KR Puram,Bangalore",13.010349,77.712151,7359999.999999999,3,Semi-Furnished,1,2019.0
12310,Dealer,0,0,1,BHK,699.9351912000002,1,1,"Mira Road,Lalitpur",19.283359,72.864964,5400000.0,1,Semi-Furnished,1,2019.0
12311,Dealer,1,1,1,BHK,489.9387577,0,1,"Panvel,Mumbai",18.966114,73.148278,2800000.0,1,Semi-Furnished,1,
12312,Dealer,1,1,2,BHK,828.7063893,0,1,"Kurar Village,Mumbai",18.914541,72.818211,10000000.0,2,Semi-Furnished,1,
12313,Owner,0,0,2,BHK,850.2772643,1,1,"Vilachery,Madurai",9.91966,78.11939,2300000.0,2,Semi-Furnished,1,2011.0
12314,Dealer,0,0,2,BHK,950.0542888,1,1,"Patuapara,Kolkata",22.626949,88.334486,7000000.0,2,Semi-Furnished,1,2019.0
12315,Dealer,1,1,3,BHK,1622.187336,0,1,"Sector-143 Noida,Noida",28.5035,77.426447,6200000.0,3,Semi-Furnished,1,
12316,Dealer,1,0,2,BHK,607.3656894,0,1,"Pokharan Road,Lalitpur",24.69028,78.41889,11000000.0,2,Semi-Furnished,1,
12317,Dealer,0,0,2,BHK,820.1701094,1,1,"Sakher Bazar,Kolkata",22.140267,88.40308900000002,2700000.0,2,Semi-Furnished,1,2012.0
12318,Dealer,1,1,2,BHK,1269.990593,0,1,"New Chandigarh,Chandigarh",30.73528,76.79111,4050000.0,2,Semi-Furnished,1,
12319,Dealer,1,1,4,BHK,2080.332853000001,0,0,"Mogappair,Chennai",13.07265,80.176063,13000000.0,4,Semi-Furnished,1,
12320,Dealer,0,0,2,BHK,950.1689189,1,1,"Kanakapura,Bangalore",12.55,77.417,4500000.0,2,Semi-Furnished,1,2014.0
12321,Dealer,1,0,2,BHK,1050.06105,0,1,"Seminari Hill,Lalitpur",24.69028,78.41889,4300000.0,2,Semi-Furnished,1,
12322,Owner,0,0,4,BHK,3000.0,1,1,"Sector-127 Chandigarh,Chandigarh",30.7055,76.803154,9600000.0,4,Semi-Furnished,1,2018.0
12323,Dealer,0,0,3,BHK,1265.365148,1,1,"Reekjoyoni,Kolkata",22.625262,88.502287,3500000.0,3,Semi-Furnished,1,2012.0
12324,Dealer,0,0,3,BHK,1765.063907,1,1,"Sector-120 Noida,Noida",28.585757,77.396668,8700000.0,3,Semi-Furnished,1,2019.0
12325,Dealer,0,0,2,BHK,1060.111836,1,1,"Sector-35G Kharghar,Mumbai",19.038205,73.06612,9100000.0,2,Semi-Furnished,1,2017.0
12326,Owner,0,0,2,BHK,1234.060058,1,1,"Vadapalani,Chennai",13.0511,80.2125,15000000.0,2,Semi-Furnished,1,2019.0
12327,Dealer,0,1,3,BHK,1625.1354279999996,1,1,"Sector 80 Faridabad,Faridabad",28.381971000000004,77.347688,7500000.0,3,Semi-Furnished,1,2016.0
12328,Dealer,1,1,2,BHK,813.0081301,0,1,"Andheri (West),Mumbai",19.139348,72.820458,32000000.0,2,Semi-Furnished,1,
12329,Owner,0,0,3,BHK,2317.497103,1,1,"KRM Colony,Visakhapatnam",17.7,83.25,16000000.0,3,Semi-Furnished,1,2019.0
12330,Dealer,0,1,2,BHK,643.9150032000001,1,1,"Vakola,Lalitpur",24.69028,78.41889,20000000.0,2,Semi-Furnished,1,2017.0
12331,Owner,0,1,3,BHK,1295.097132,1,1,"Sector-74 Noida,Noida",28.577673,77.389781,7000000.0,3,Semi-Furnished,1,2017.0
12332,Owner,0,1,3,BHK,2015.237159,1,1,"Sushant Golf City,Lucknow",26.781748,81.006714,8200000.0,3,Semi-Furnished,1,2019.0
12333,Dealer,0,1,3,BHK,1000.0,1,1,"Sector 84 Faridabad,Faridabad",28.40473,77.367514,4250000.0,3,Semi-Furnished,1,2011.0
12334,Owner,0,0,3,BHK,1659.125189,1,1,"Ghooghra,Ajmer",26.515682,74.68345,5500000.0,3,Semi-Furnished,1,2016.0
12335,Dealer,0,1,3,BHK,1300.027858,1,1,"kavesar,Lalitpur",24.69028,78.41889,14000000.0,3,Semi-Furnished,1,2018.0
12336,Dealer,1,1,3,BHK,2828.282828000001,0,1,"Hebbal,Bangalore",13.04034,77.591347,28000000.0,3,Semi-Furnished,1,
12337,Dealer,0,0,1,BHK,550.1618123,1,1,"Alwar Bypass Road,Bhiwadi",28.2102,76.8606,1700000.0,1,Semi-Furnished,1,2011.0
12338,Owner,0,0,3,BHK,1445.02145,1,1,"Pakkamudayanpet,Pondicherry",11.93,79.83,6400000.0,3,Semi-Furnished,1,2016.0
12339,Dealer,0,0,3,BHK,1185.185185,1,1,"Kandivali (East),Mumbai",19.1955,72.8728,24000000.0,3,Semi-Furnished,1,2017.0
12340,Dealer,0,0,3,BHK,1300.0,1,1,"Jagatpura,Jaipur",26.832353,75.841749,2600000.0,3,Semi-Furnished,1,2013.0
12341,Dealer,0,0,3,BHK,1724.952741,1,1,"Sector-137 Noida,Noida",28.506454,77.40956800000002,7300000.0,3,Semi-Furnished,1,2019.0
12342,Owner,0,0,3,BHK,1050.0,1,1,"Shakuntala Apartment Chhawani,Kota",25.17334,75.857839,4200000.0,3,Semi-Furnished,1,2011.0
12343,Dealer,1,1,2,BHK,850.0380614000002,0,0,"Mira Road,Mumbai",19.283359,72.864964,6700000.0,2,Semi-Furnished,1,
12344,Dealer,0,0,2,BHK,996.1040329,1,1,"Saligramam,Chennai",13.0481,80.2014,9460000.0,2,Semi-Furnished,1,2019.0
12345,Dealer,0,0,1,BHK,666.6666667000002,1,1,"Oshiwara,Lalitpur",24.69028,78.41889,10000000.0,1,Semi-Furnished,1,2019.0
12346,Owner,0,0,3,BHK,1604.857948,1,1,"Vadarpalya,Bangalore",12.96991,77.59796,7400000.0,3,Semi-Furnished,1,2017.0
12347,Dealer,0,1,3,BHK,1740.200387,1,1,"Kanakpura Road,Bangalore",12.896796,77.5724,9900000.0,3,Semi-Furnished,1,2017.0
12348,Owner,0,1,2,BHK,1480.191554,1,1,"Kulhan,Dehradun",30.33,78.06,6800000.0,2,Semi-Furnished,1,2018.0
12349,Dealer,0,0,3,BHK,1479.13365,1,1,"Balewadi,Pune",18.097689000000006,74.735239,14000000.0,3,Semi-Furnished,1,2016.0
12350,Owner,0,0,1,BHK,550.0431406,1,1,"Mahadev Nagar Manjari Bk,Pune",18.47248,73.83420799999998,2550000.0,1,Semi-Furnished,1,2010.0
12351,Owner,0,1,2,BHK,1133.884298,1,1,"Kamptee Road,Nagpur",21.216111,79.19875,3429999.9999999995,2,Semi-Furnished,1,2010.0
12352,Dealer,0,0,4,BHK,2288.091524,1,1,"Laxman Nagar,Pune",18.980816,75.755636,22000000.0,4,Semi-Furnished,1,2018.0
12353,Dealer,1,0,3,BHK,1270.078446,0,1,"Behala,Kolkata",22.498882,88.31755600000002,3400000.0,3,Semi-Furnished,1,
12354,Dealer,0,1,2,BHK,680.0176805,1,1,"Marol,Lalitpur",24.69028,78.41889,20000000.0,2,Semi-Furnished,1,2018.0
12355,Dealer,0,0,3,BHK,1466.083151,1,1,"Kalikapur,Kolkata",22.12703,88.51872900000002,6700000.0,3,Semi-Furnished,1,2019.0
12356,Owner,0,0,2,BHK,1287.128713,1,1,"Virupakshapura,Bangalore",13.066394,77.571988,5200000.0,2,Semi-Furnished,1,2018.0
12357,Dealer,0,0,3,BHK,1260.210035,1,1,"Garia,Kolkata",22.403867,88.47000600000001,5400000.0,3,Semi-Furnished,1,2018.0
12358,Owner,0,0,2,BHK,874.9756950999998,1,1,"Oragadam,Chennai",13.09,80.27,4500000.0,2,Semi-Furnished,1,2013.0
12359,Dealer,0,0,3,BHK,1250.0,1,1,"Tollygunge,Kolkata",22.5,88.35,6000000.0,3,Semi-Furnished,1,2019.0
12360,Owner,0,0,1,BHK,460.0200736000001,1,1,"Sector-137 Noida,Noida",28.506454,77.40956800000002,2750000.0,1,Semi-Furnished,1,2010.0
12361,Owner,0,0,2,BHK,1013.451262,1,1,"Candolim,Goa",15.5181,73.7626,11000000.0,2,Semi-Furnished,1,2019.0
12362,Dealer,0,0,3,BHK,1462.140992,1,1,"Charmwood Village,Faridabad",28.494181,77.290609,14000000.0,3,Semi-Furnished,1,2018.0
12363,Dealer,0,1,3,BHK,1206.987824,1,1,"Sector-115 Mohali,Mohali",30.712867,76.648557,2280000.0,3,Semi-Furnished,1,2013.0
12364,Owner,0,0,1,BHK,490.1960784,1,1,"Tonk Road,Jaipur",26.16667,75.78333,1000000.0,1,Semi-Furnished,1,2011.0
12365,Owner,0,0,3,BHK,1676.094699,1,1,"Singanallur,Coimbatore",11.00031,77.023028,8000000.0,3,Semi-Furnished,1,2018.0
12366,Owner,0,1,2,BHK,1000.0,1,1,"Tarsali,Vadodara",22.261354,73.215533,1700000.0,2,Semi-Furnished,1,2013.0
12367,Dealer,0,1,2,BHK,1126.797905,1,1,"Malad (West),Lalitpur",19.1849,72.8347,17000000.0,2,Semi-Furnished,1,2017.0
12368,Dealer,0,1,2,BHK,889.7569444000002,1,1,"Sector-137 Noida,Noida",28.506454,77.40956800000002,4100000.0,2,Semi-Furnished,1,2013.0
12369,Dealer,0,0,3,BHK,1000.0,1,1,"Gopalpura Bypass,Jaipur",26.878068,75.77985600000002,2700000.0,3,Semi-Furnished,1,2010.0
12370,Dealer,0,1,3,BHK,1400.0,1,1,"Wardha Road,Nagpur",20.75,78.61667,4900000.0,3,Semi-Furnished,1,2013.0
12371,Dealer,0,1,2,BHK,1063.3213859999996,1,1,"Bhopura,Ghaziabad",28.698133,77.335746,2670000.0,2,Semi-Furnished,1,2011.0
12372,Owner,0,0,2,BHK,1227.253491,1,1,"Sannatammanahalli,Bangalore",13.048081,77.756825,5800000.0,2,Semi-Furnished,1,2018.0
12373,Owner,0,0,2,BHK,860.1177002999998,1,1,"Porur,Chennai",13.03478,80.15586,5700000.0,2,Semi-Furnished,1,2019.0
12374,Owner,0,0,1,BHK,625.0,1,1,"Meeta Nagar,Pune",18.52361,73.84778,1900000.0,1,Semi-Furnished,1,2012.0
12375,Owner,0,1,3,BHK,1450.209475,1,1,"Electronics City Phase 1,Bangalore",12.840956,77.659441,9000000.0,3,Semi-Furnished,1,2017.0
12376,Dealer,1,1,1,BHK,625.0,0,1,"Zirakpur,Mohali",30.65,76.82,2690000.0,1,Semi-Furnished,1,
12377,Dealer,0,0,3,BHK,1300.108342,1,1,"Tonk Road,Jaipur",26.16667,75.78333,6000000.0,3,Semi-Furnished,1,2018.0
